,user_id,post_text,post_time,likes,comments,comment_id,commenter_id,comment_text,comment_time,length_post,length_comment,background_info,wakeup_state
1599,100001000000000,"3 characters: me, older brother, malevolent murderer person. I am a truck driver. So I was driving down the road and my brother was riding along in the passenger seat. He was trying to distract me and cover my eyes from seeing something as I was driving down the road. The scene transitions into a countryside property in someone’s yard. Me and my brother were running from a being, a person. I could feel a strong malevolent presence in what was chasing me. At this point the person I was running with was my brother but I was never able to make that distinction. So we are running around this pile of split firewood, or a pile of something, and this malevolent force is closing in fast. It’s right behind me. I stop running but I don’t turn around to look at what’s chasing me. I can’t tell if my brother has escaped or is present. Or if he’s the one behind me. I hear a revolver hammer cock back. Bang. I fall down on the ground and my vision goes blurry like tv static. I don’t feel pain. Suddenly like you stand up too fast and the feeling of blood rushing up to you head is what I feel. I mutter some lines like “if there’s any sins I haven’t atoned for please forgive me” but I knew my life had to speak for itself at this point. A few seconds later it all went black.",11-01-2021 01:37,1,1,742747000000000,514397545,"You might have pent up guilt that you have been shouldering that you should reconcile with. Judging from the dream, your consciousness buried it. It had to manifest in the dream just so that you can ask forgiveness.",28-05-2021 11:46,324,42,I have been studying the Cain and Abel story a lot recently.,
1601,100003000000000,"I was in a small drama amphitheatre. I started with a stumble until I decided to voluntarily take myself down instead of falling. I went on stage and the show began, and had to run backstage in embarrassment because I knew none of the lines to the musical performance.",07-01-2021 13:10,2,6,740177000000000,550514551,"These dreams seem to be self projection dreams revealing your inner emotional state, these dreams are trying to communicate of how you feel inside, maybe you feel you have to be constantly performing (theater) can't be your true self but still find it hard to put forward an acceptable ""performance"". You choosing to stumble willingly in your dream shows an awareness and acceptance of these feelings, I would suggest you might be experiencing a little bit of helplessness too. A good way to sort through this is to journal your feelings and realize that this projection is insight and you can totally change this perception of yourself.",28-05-2021 11:46,106,128,"Have had many dreams of falling down the stairs of a theatre. All types of theatres with various types of shows and performances, from movie theatres to massive stadiums.",
1603,100003000000000,"I was in a small drama amphitheatre. I started with a stumble until I decided to voluntarily take myself down instead of falling. I went on stage and the show began, and had to run backstage in embarrassment because I knew none of the lines to the musical performance.",07-01-2021 13:10,2,6,740186000000000,768154517,"If this is my dream, I think of Shakespeare’s assertion, ‘All the world’s a stage.’ If I consider my life as a play, and I am a character, I wonder if I being invited to reflect on how I show up in the world. Since falling is inadvertent, am I not as choiceful, assured and deliberate as I would like to be. I would interpret the decision to voluntarily go down stairs as a step in the direction of being more responsible. Also, perhaps, ‘downstairs’ suggests the unconscious. Perhaps I am being drawn to look at some unconscious material that I am now ready to face.",28-05-2021 11:46,106,127,,
1605,100003000000000,"I was in a small drama amphitheatre. I started with a stumble until I decided to voluntarily take myself down instead of falling. I went on stage and the show began, and had to run backstage in embarrassment because I knew none of the lines to the musical performance.",07-01-2021 13:10,2,6,740315000000000,513631806,Being a performer for a theater suggests that you feel like you are being watched and judged. Feeling like you don’t know your lines could be that you don’t know what to say in order for the people who you believe are watching and judging you to like and applaud you. It might be time to re-evaluate whether you want to keep trying to impress them (learn your lines so they are happy with your performance) or find a new audience that let's you just be yourself.,28-05-2021 11:46,106,93,,
1646,100011000000000,"I was going into and old house with my friends. Like an old motel room. Everything was filthy, but comfy. The reason we were going there was to investigate Annabelle. We went to sleep, and I told them if anything happened they should scream and alert the rest of us. We were 4, me and 3 good friends I could not recall. When we went to sleep, she appeared, but when I tried to scream, a shadow person, tall andwierdly shapen, bent over me with an open mouth, and I felt I slowly lost the ability to scream, even though I really couldn't from the start.",04-01-2021 15:41,,1,738871000000000,550514551,"I can only try and interpret it spiritually, see if this makes sense to you. Dream sounds like an internal view of your being. You are aware It is not clean but are accepting it and actually find it comfortable, maybe because you've accepted it like that - state of passivity - friends represent familiarity - you are searching for spirituality but maybe looking for it on the dark side - lots of awareness but somehow willingly accepting what you shouldn't. Its becoming overpowering time to clean up and move into the light!",28-05-2021 11:47,153,101,,
1666,835343745,"I was at some kind of archeological dig. The man leading the dig had a daughter, a beautiful woman about my age, and after playing hard to get, she decided she really liked me. Later in the dream, I met another beautiful woman, also my age, who also really liked me. This made the situation difficult, since I had to decide which one to hurt. It wasn't a pleasant choice. In the end, I chose the second woman.  Now, I associate these women with my anima. What does anyone here think about this? Does this indicate some kind of ""split?"" Another detail is that the first woman had dark hair, and the second woman had light hair. Normally, I find dark-haired women more attractive, yet I chose the light-haired one. What do you all think? Why would I have to choose to hurt one? Is this related to my recent re-connection?  Later in the dream, I found myself next to a well. A man standing there said that it was pretty cold. Even though it was cold in my room as I was sleeping, in the dream, I suddenly felt hot. I looked down into the well, and saw ice floating in the water there. I drew up the bucket, and doused myself with it, which was very refreshing.",31-12-2020 15:49,5,9,736262000000000,799480633,I guess you don't make the decision because you're afraid to lose opportunities with other women (perhaps better to the one you have).I personally think it's a mind trick...,28-05-2021 11:47,393,37,"I've recently been in contact with an ex-girlfriend from more than twenty years ago. We had a bad ending to our relationship (my fault), but she's forgiven me, and we're friends now. We've been in contact quite frequently. I'm learning another language, signed up for a gym; things are improving. I am fairly certain that if I asked her to, she would move here for me. I'm not sure if that's what I want, or if it's wise, but that's my perception of the situation.",
1670,835343745,"I was at some kind of archeological dig. The man leading the dig had a daughter, a beautiful woman about my age, and after playing hard to get, she decided she really liked me. Later in the dream, I met another beautiful woman, also my age, who also really liked me. This made the situation difficult, since I had to decide which one to hurt. It wasn't a pleasant choice. In the end, I chose the second woman.  Now, I associate these women with my anima. What does anyone here think about this? Does this indicate some kind of ""split?"" Another detail is that the first woman had dark hair, and the second woman had light hair. Normally, I find dark-haired women more attractive, yet I chose the light-haired one. What do you all think? Why would I have to choose to hurt one? Is this related to my recent re-connection?  Later in the dream, I found myself next to a well. A man standing there said that it was pretty cold. Even though it was cold in my room as I was sleeping, in the dream, I suddenly felt hot. I looked down into the well, and saw ice floating in the water there. I drew up the bucket, and doused myself with it, which was very refreshing.",31-12-2020 15:49,5,9,736280000000000,100001000000000,"I think it sounds like your unconscious is confused in the definition of ‘ideal’ so to speak. Sounds like this encounter changed your map, and now your subconscious is trying to sort it out. I wouldn’t make the decision off one dream though, I think you need to meditate on this a bit more.",28-05-2021 11:47,393,63,,
1674,835343745,"I was at some kind of archeological dig. The man leading the dig had a daughter, a beautiful woman about my age, and after playing hard to get, she decided she really liked me. Later in the dream, I met another beautiful woman, also my age, who also really liked me. This made the situation difficult, since I had to decide which one to hurt. It wasn't a pleasant choice. In the end, I chose the second woman.  Now, I associate these women with my anima. What does anyone here think about this? Does this indicate some kind of ""split?"" Another detail is that the first woman had dark hair, and the second woman had light hair. Normally, I find dark-haired women more attractive, yet I chose the light-haired one. What do you all think? Why would I have to choose to hurt one? Is this related to my recent re-connection?  Later in the dream, I found myself next to a well. A man standing there said that it was pretty cold. Even though it was cold in my room as I was sleeping, in the dream, I suddenly felt hot. I looked down into the well, and saw ice floating in the water there. I drew up the bucket, and doused myself with it, which was very refreshing.",31-12-2020 15:49,5,9,736511000000000,100001000000000,"The well is like a well of life which we drink from. The well in your dream is your old relationship that had gone cold, maybe frozen over? “It was pretty cold” But suddenly you feel hot.. this is the relationship warming up again after so long a time. Being hot suggests acting quickly but we notice there is still a little ice left in the well just enough to bring your temperature back down to normal. You were hot for her again but when you looked deeply into the well you used that remaining coldness in the relationship to sober your thinking up to bring back your temperature to normal so you can think straight. Notice that you “doused” yourself with the ice as if to put out that burning fire within. This suggests the fire within is the hot relationship you once had but now gone cold. That small piece of ice that had not melted is your saving grace because it will allow you to think clearly.",28-05-2021 11:47,393,184,,
1675,835343745,"I was at some kind of archeological dig. The man leading the dig had a daughter, a beautiful woman about my age, and after playing hard to get, she decided she really liked me. Later in the dream, I met another beautiful woman, also my age, who also really liked me. This made the situation difficult, since I had to decide which one to hurt. It wasn't a pleasant choice. In the end, I chose the second woman.  Now, I associate these women with my anima. What does anyone here think about this? Does this indicate some kind of ""split?"" Another detail is that the first woman had dark hair, and the second woman had light hair. Normally, I find dark-haired women more attractive, yet I chose the light-haired one. What do you all think? Why would I have to choose to hurt one? Is this related to my recent re-connection?  Later in the dream, I found myself next to a well. A man standing there said that it was pretty cold. Even though it was cold in my room as I was sleeping, in the dream, I suddenly felt hot. I looked down into the well, and saw ice floating in the water there. I drew up the bucket, and doused myself with it, which was very refreshing.",31-12-2020 15:49,5,9,736523000000000,100001000000000,"The archeological dig. You are a new man by the sounds of it, the gym a new language etc but you go backwards now digging deep to find that lost love that you lost with the new found confidence of your new self. You say you had a bad ending which sealed up the old well and it froze over time. You felt guilty she forgives? You are not sure? It’s normal to want to go back in so to speak and want to fix our mistakes this is our humanness but what is the wise thing to do? You are friends now so perhaps you need to make a decision before it goes further. On one hand you say you are not sure? One the other hand you feel certain she would come to you, if you asked her? Should you ask her this is the question? This is in part why you go digging, looking for an answer and that’s when you saw the ice see comments previous post. You meet 2 women? The man leading the dig is obviously you looking at the well the old relationship. His daughter with the dark hair is your old relationship it’s in the dark now after so long a time so it’s hard to figure it out again. She plays hard to get but eventually decided that she likes you, but is that enough? The second woman is probably yourself with the light hair consciously much more aware and confident of yourself than ever before. It’s interesting that you chose the light haired woman, this is the new woman in your life Eg the gym the new language etc this is the one you chose. You have to hurt, that is emotional pain which causes growth, one of these women because they both love you but one is not good for your new growth and would inadvertently stop you growing Eg new language, gym membership etc these speak of a man who is growing and looking after himself physically and spiritually. The dark haired woman who you had to dig deep into your past would potentially throw you off track if you chose her? But the light haired woman being the new you is the one you chose and the right choice? ",28-05-2021 11:47,393,420,,
1676,835343745,"I was at some kind of archeological dig. The man leading the dig had a daughter, a beautiful woman about my age, and after playing hard to get, she decided she really liked me. Later in the dream, I met another beautiful woman, also my age, who also really liked me. This made the situation difficult, since I had to decide which one to hurt. It wasn't a pleasant choice. In the end, I chose the second woman.  Now, I associate these women with my anima. What does anyone here think about this? Does this indicate some kind of ""split?"" Another detail is that the first woman had dark hair, and the second woman had light hair. Normally, I find dark-haired women more attractive, yet I chose the light-haired one. What do you all think? Why would I have to choose to hurt one? Is this related to my recent re-connection?  Later in the dream, I found myself next to a well. A man standing there said that it was pretty cold. Even though it was cold in my room as I was sleeping, in the dream, I suddenly felt hot. I looked down into the well, and saw ice floating in the water there. I drew up the bucket, and doused myself with it, which was very refreshing.",31-12-2020 15:49,5,9,736535000000000,583965661,"Sounds like a great dream. The archeologist is your introspective behavior. In my view that’s a good thing. Both the girls in my view are ways you see romance. They are sequential, and in my view the dream advises that your taste in women will change and that both paths lead to an injury in you. The well scene Id say is premonition. Its the well or reservoir of the collective unconscious... a premonition possibly to you posting on this site. The chunk of ice is the non growing you... meaning you choose the first girl or first version of you, the unfrozen water becomes the second version of you as it is brought to light. That is the more integrated growing version of you. The world is a cold place, but you find warmth in yourself as you become wise or resonate with the light. I use light as a metaphor in the spiritual sense. I don’t think it has anything to do with the actual girl, other than sparking your introspection. I think it has everything to do with how the girl will change through your perspective should you choose to either change or not. Or put another way. You are a lense that might dig more or not. The outcome is the same either way.. something is gained and something is lost. Same principle applies to you. If you wish to grow the previous you will die. Hope that makes sense. Either path you choose... make sure to involve the actual girl in this journey. Its a dream that is loaded with spiritual growth symbols. If she responds well then great, if not then... sadly same scenario. Something is gained and something is lost. But you will be warm in the cold, so do not fear it.",28-05-2021 11:47,393,335,,
1919,100015000000000,"I was flying a white kite with my crush. I thought i was giving her the flying kite but oh, it was fun that i flew it myself with so much lights on the night sky. Sometimes it gets tangled with other kites but i could move it out after all. Then when i was satisfied and decided to release it into the sky. It turns out to be a white parachute and fall on to the drying tree quite neatly.",16-12-2020 20:46,2,1,727989000000000,100007000000000,"When your heart soars, the trapezius muscle of the upper back pops the body open like a kite. This is our skyhook that turns the dead tree of the fallen spine into an antigravity device that holds us healthily upright, like the hood of a cobra rising from its basket. When we are spread open like this, we are very vulnerable, both emotionally and physically, yet it is also a display of social strength and the prime element of attraction. I think your crush is opening your heart. You enjoy flying like this, and though your heart gets tangled with those of the other open souls around, you see the potential of such weightlessness to breathe new life into old bones.",28-05-2021 11:51,102,133,,
1922,177001205,"Part one: I enter a large stone building that is shaped sort of like an igloo. The building is completely empty but inside looks like it used to be a place of worship or church. At the back there’s a stairway leading up to what seemed to be a large wood stove or oven, that hasn’t been used in a while. I walked up the stairs to the stove to find that it had been converted to a shower and immediately felt that I needed to wash myself. I begin to take my clothes off and noticed that clothes from other people had been left behind. I also noticed that the showerhead had started to run and everyone else’s clothes were getting wet. I had no place to put my clothes down because there was water everywhere. In the dream I never did end up showering because the dream shifted to what seemed like a second part...Part two: Standing there with the water still running, I looked over and saw a television with a show playing. In the show there was a father, a mother, and a young adult son who lived out in the wilderness alone, possibly in some sort of post-apocalyptic situation.￼ The son had down syndrome. He had sunglasses that were broken, but his father was able to fix them for him and he was very appreciative to have his sunglasses back. The family was happy that the father was handy enough to fix the things that were broken in the family. But then the dream shifted to the mother. The family found out that she had a life-threatening condition of some kind, something to do with her brain. Possibly a brain injury of some kind. The father was working on a way to fix her, and his solution involved cutting away her consciousness and transplanting it into himself or some other Avatar so that she could continue living in another being. The son was very concerned about this, but the mother assured him that this was the only way for her to continue existing. The morbid piece was that the father would to have to perform the surgery on her with no sedation due to their circumstances, and the process was going to be torturous and agonizing for her. But she insisted they moved forward anyways. I think she died, but I cannot be sure. The dream ended here.",15-12-2020 17:52,2,1,727350000000000,100001000000000,I think that the first part means that you are revisiting a part of yourself that you may have left behind. Something perhaps spiritual i think that it ties into your stresses because perhaps you've been contemplating your faith in your circumstances. The empty forgotten igloo could be others who have experienced a similar contemplation and the shower is a form of healing Where others have also ventured The tv might represent a family struggle that is parallel to yours In that you see may see yourself reflected in his drastic circumstance.,28-05-2021 11:51,502,94,My stresses are through the roof these days. I had a relationship over the weekend at the same time my business closed for COVID. My dreams have been very vivid this week.,
2310,100002000000000,"A doctor of questionable professionality made me take an elevator which led me deep down to an underground library. The library was empty, and creepy. There were scattered books and blood stains on the ground. I immediately realized that an insane violent woman lived there. The doctor commented on her absence, saying she must have been scared off. I noticed then that there was another woman that came with us. She looked scared and harmless. I hurries back to the elevator. I was afraid of remaining there. The doctor yelled : you know she is here!",09-11-2020 08:01,0,3,703036000000000,100029000000000,"I think a lot of modern medicine just repeats things doctors have thought for decades, i.e. the old library with no fresh information that leads to death. Not that it's all bad, but I think we've known natural things for centuries that would be more oral and experiential than only a century or so of books about especially dietary medicine and pharmaceuticals.",28-05-2020 11:57,423,73,,
2332,1202701064,I had a meeting today with a friend and classmate on planning our careers in the future. The night before I found myself in my old elementary school waiting to visit my past teachers realizing they all retired. So I walked into the principal office to inquire where everyone went. As soon as I opened the door I seen the back of Jordan Peterson head & got excited hearing his voice knowing it was him. When he turned around he didn’t seem happy to see me he looked repulsed & backed away.,31-10-2020 22:24,3,4,698137000000000,1721451638,"The theme of returning back to school is a common one in dreams, perhaps in part it relates to the way dreams/the unconscious bring up old experiences to the surface, presumably to reprocess it. It could be an indication of the old age of the things which are now coming up, which I think the unconscious seems to naturally do gradually over time. I'd guess that here, Jordan Peterson represents an aspect of your unconscious, and his repulsion from you seems to be simply on the basis of confronting it. Perhaps it illustrates the often antagonistic relationship between ego and the unconscious, which dream analysis and shadow work aims to reconcile. Perhaps more simply, the dream could be seen to say that Jordan Peterson has been your sole, principal teacher, and one that you have now 'repelled' in a sense, walked away from.",28-05-2020 11:57,295,259,"Been getting a lot of crazy dreams since February of this year. For months I’ve been contemplating on sharing them in this group, but was hesitant on being judged for whatever reason and hesitant lol. I find the more I filter my body into a healthier state I dream better.",
2438,100000000000000,"The first part consists of me riding in a misty morning on an empty lengthy road in between wetlands with leafless trees. Nothing crazy. The second part happens the next day, where my father told me to get to my hometown using his car. For some unknown reason, I am riding above our river that for some reason has multiple bridges that I am passing below me. Few times I fall down to the river (luckily it is not so deep) and I remember that father liked to get me into situations that are not pleasant for the sake of being more manly. I felt scared and used. Nonetheless, I end up in my hometown next to a mountain (that is not there, we only have a small hill) I climb it up and for some reason, I have a hovering sofa above my shoulders ( It sounds stupid, but it was there) I climb up that hill and at the top, I even climb up our cemetery. and there I meet a nice girl. I strike up a conversation trying to get to know her, but somehow I am failing and becoming anxious. I see myself grinning uncertainly, and I fail to get her contact. She even had a dog and for some reason, I had her pictures with the dog on my phone. Kinda creepy. It is getting late and I just arrived at my friend's house under a bridge we have in our hometown. I don't know why, but in my dreams, there is a small town there. Yet in reality, there is just a downwards path. I am charging my phone there and she is not around, I feel like I should not be there and the sofa is normally placed in her house. I tried calling her, but she did not answer. Suddenly I am in school with my great friend and we are goofing around. Suddenly I look at the pictures on my phone, where I see me, my friend, and a girl I fell in love last year. I thought it was weird since I deleted all of them and on one photo she seems genuinely sad/happy and I know that I am the reason. And the last part. Its night and I am next to the cemetery with my cousin whom I admire deeply. He is innocently poking fun at my choices in women. He calls them "" Girl with a tattoo, Girl with dreadlocks, now a girl with a dog"" After that we look at a star on a grave beyond the cemetery wall. He makes a joke that does not make sense in any way. To which I respond smugly, yeah my brother already did that joke. And suddenly we hear heavy scratching sounds that are approaching us. He says it is a wolf, and that we should run before he sees us, he runs behind the wall of the cemetery, while I try to climb it up (these walls are smaller than me). Yet I fail, I try to run yet the wolf is already there looking at me. The walls change to a fence of our garden and the wolf starts running at me. I feel a sense of dread and fright.",23-10-2020 12:09,4,4,692582000000000,583965661,"To me it seems as if the dream is attempting to communicate to you the absurdity of dwelling on emotional events. The misty path is one of little clarity, and your wisdom faculty(father) advises you to go back. When you get back you overview many bridges(relationships) and you find a mountain of effort and a cemetery. The past is dead. And so going back is not quite useful. But the star, guidance indicates a glimmer of hope. The couch represents your comfort zone, and its illustrated as silly, yet there. But the journey however whack, is your journey. If it makes you feel any better. We're all looking for a love that understands us and vice versa... that journey is always a crazy ride. But in the dream there should also be indicators of how you should sync your spirit/dream reality with your actual reality. Maybe go visit a cemetery. Go find that star. Figure out what it means.",28-05-2020 11:59,794,193,"All of my dreams that are in my hometown start to descend into nightmares and our garden usually holds something negative.  -I was trying to talk to the girl to get over the girl I fell in love with last year  -The girl I was visiting and the friend I was goofing with are constantly with her and even tried to have a romantic relationship with her. So I left them both  I know this sounds stupid, childish and even convoluted. But I would like to know if it even means something. I kinda even feel bad for sharing this since, I am wasting your time with a dream that does not even make sense",
2453,100010000000000,"I was inside a house with people I knew. Something happened to all those people (not like they were all murdered, but, like they just weren’t there anymore). I came to the cognitive realization that I had lost everything and walked outside onto the grass where it was sunny and pleasant. There was a male friend who I never fully recognized with me outside but I think it was one of my older brothers. I then made the decision to end things (this was cognitive and not done out of despair or sadness) so I took a long toothpick and inserted it through the top of my head into my brain. It felt strange but nothing happened.I then panicked and tried to reverse the decision by pulling the toothpick out(which I knew would harm me). As soon as I pulled it out I got extremely light headed, fell to my knees, and, then onto my face in the grass. The person with me engaged in friendly conversation the whole time until the end, but I don’t remember anything about the conversation.",21-10-2020 18:17,0,1,692600000000000,583965661,"It sounds like in real life you compartmentalize (if there is such a word) relations. You’re loosing track of yourself in the process and its feeling like too much. Teeth pertain to digesting and hard structure, your core values. So symbol of inserting toothpick into brain means that you're proceeding to alter your core, and as a result you collapse. My guess would be for you to regroup yourself and to not deplete so much energy on others... take a bit of time for yourself.",28-05-2020 11:59,253,96,,I woke up extremely disturbed still light headed and panicked at what I did in the dream.
2484,513631806,"I was at some kind of ceremony that I had a good amount of contempt for. We were very shoddily acting out a re-enactment of something. I remember having a vague idea of what I was supposed to be doing, but everything was screwed up. My contribution was the furthest off from the ideal, but it everyone else seemed content with the proceedings. Something significant was supposed to happen in the ceremony but a car crash or another kind of emergency outside made everyone focus on that instead. However, while everyone was busying themselves with that I noticed a small, almost imperceptible scratch on my the end of my ring finger (I cant remember which hand). I started to squeeze it and puss started to come out. It wasn't painful, in fact it was pretty relieving to have it come out. It was kind of off-white or greenish initially, but as I kept squeezing it, eventually it turned into red, kind of like clotted blood. It didn't take long before I got all of the hardened stuff out of my finger and I as I did so I had garnered a fair amount of ""eww""s and ""yuck""s and ""doesnt that hurt?"" To which I responded ""not really. My body needs to get rid of it."" Having felt I got it all out I looked up again and everything seemed different. The ceremony was apparently forgotten and no one was focused on it anymore. After a little bit of my time my focus went back to my finger where I started to work at it again. I remember feeling like I had got it all out but something was telling me it wasn't resolved. As I pushed an pushed (this was a fair bit more unpleasant), eventually a worm of some sort was forced out.",12-10-2020 12:41,2,2,692633000000000,583965661,The ring finger is significant in that its your ring finger.. it has a delicate feeling of reverence to it. So the work you need to do to it should ve done with that feeling in mind... the ceremony im sure you can tell is the meaning or meaninglessness the masses follow rather than explore or think bravely for themselves. In that regard I think you can acertain that the work to be done can only be done by you. The worm is linear and is symbolic if something that has been subconsciously eating away at you for some linear time.,28-05-2020 11:59,400,119,,
2557,100002000000000,"I saw a enormously big snake with one big head and many small heads,like Medusa's. For some reason this snake loves me and embraces me with all it's body,like it weaves around my waist and sleeps. I know that I did something good for snake and snake is happy and peaceful and it's little heads want me to stroke them. I know that snake is good but I feel discusted, especially when I feel snake moving around my waist it's like creepy tingling.",22-10-2020 05:56,2,3,689485000000000,100000000000000,"I think u have suppressed feelings of guilt. Ur enjoying something, that u think is bad. Or u feel guilty for enjoying something because maybe u feel like your neglecting other parts of your life. Like for example, a mom who starts going to A Mom’s Night Out once a week for a drink. She really feels guilty for enjoying it so much because she thinks she should want to be with her kids 24/7. Or the beginning of an addiction. At fist, fun and soothing but eventually it takes over.",28-05-2020 12:00,106,108,,
2589,100001000000000,"I went back in time met Eddie veddar (singer of Pearl Jam) when he was 15 (way before he was a famous singer) - like any group of kids we were all hanging out in a parking lot and in coffee shops - I tell him about his life that is about to happen and tell him to look me up in the future I tell him that his first hit song is “alive” second hit is song is called “black” and tell him about Seattle and the grunge scene; that he’ll join a band out there to replace a singer who dies which caused the guitarist to write some of the most touching music of a generation and your deeply disturbing childhood with your dad influences your writing in such an impactful way that the world takes notice. He says he’s been to Seattle before. I keep getting harassed by a group of dudes aggressively during this night of otherwise seemingly meaningless interactions hanging out. They’re Trying to intimidate me targeting me for some reason. Sticking trash in my pocket. This type of stuff happened to me in high school in real life. In the dream one of them, Mocks sticking a shiv in my neck by surprise and then the dude confronting me says, see what he just did that’s what you’re gonna get if you don’t give me your phone. Since this is back in time, there were no iPhones, I had an iPhone which no one knew about. It was out of place with everything else occurring. Wierd... like the dream was trying to get rid of my future tech. Nobody knows about coffee tea and I start a trend pointing out that it’s a cool place to hang and chill so all of a sudden a lot of people are there and it’s still just like a normal occasion type of feeling. I meet this dude named chip who is actually a guy I knew much later in my life who was in a band, very talented but not famous just local cool guys in a local ska band, in the dream it’s when he’s 15 years old, same age as Eddie Veddar in this dream. I didn’t know him in real life at that age. I have weed and I tell him we’ll hang out. We hit it off like we always did in real life. There’s a band playing that is basic and blah and im hanging out with a whole group at a table. Just kids and Eddie veddar is just one of the guys in our crew obviously not important yet except to me since I knew the future. I keep talking to him about his life. I tried writing it down for him to keep, but in the dream I can’t seem to get my hand to write letters. He has like a friend/brother who’s not interested wearing a mask like today except in the dream it’s not for Covid it’s just a fashion statement, but Eddie is interested in talking. We keep talking. I keep getting jumped by this really pissed off group of guys with one dude in it who is very skittish... he’s the one who mocks sticking a shiv in my neck to let me know that could’ve been real and if I don’t confirm, next time it will be real. I escape through a small service window and That one skittish guy follows me outside where it’s just us so I get a little more brave and start boxing him. Except in the dream I can’t seem to throw an actual punch it’s slow motion no impact. But he compliments my left hook and starts being complimentary in submissive psychopathic way.",19-10-2020 16:58,2,2,687542000000000,1721451638,"The dream is what Jungians might likely describe as having a 'compensating' nature; associating with trendy friends, starting your own trends, this whilst being a target for bullies. Maybe the dream is simply having you turn and face aspects of your unconscious, as you did within the dream. The confused details in the timeline might simply be about contaminating future with past, old experiences influencing the present being bought to the surface. Phones, cameras, writing often seem to be difficult in dreams, perhaps in that context they symbolize being impeded, restricted in some way, or an inability to capture/grasp something. I've got to say, coffee and tea are cool, but they're no ska band. That's an odd detail that catches my attention ☕ why coffee and tea?! And why didn't they know about them, I wonder?",28-05-2020 12:01,736,162,,
2684,100002000000000,"I was some kind of undercover agent trying to take down some corrupt billionaire. But towards the end he put a hit on me. And i was actually shot point blank in the back of the head. But survived. The detail of being shot seemed so vivid. Ive never been shot but everything went black quiet and numb. I somehow got my own gun and started hunting these people down while still bleeding from my head. I couldnt find them though. My intuition told me there had to be some kind of secret passage way in the basement of the house i was in. (My grandmothers, house dont ask it was a weird dream lol) I found what looked like a cut out in the wall. But i was too scared to just pull it open. I started tracing it in between the room and found the other side a few doors down. There was an obvious entrance there. So i waited for someone to emerge. The screws in the door all started to slowly rotate out like it was about to open. And right when they fell and hit the ground i woke up.",12-10-2020 14:36,1,3,681808000000000,100048000000000,"Could there be an aspect of you which resents apparent injustices inflicted by certain individuals in power, and a desire for there to be justice made? And in correspondence to this train of thought, was perhaps a subsequential feeling of helplessness in due part by acknowledgement of their unstoppable power?",28-05-2020 12:03,288,80,,
2696,100002000000000,"I was some kind of undercover agent trying to take down some corrupt billionaire. But towards the end he put a hit on me. And i was actually shot point blank in the back of the head. But survived. The detail of being shot seemed so vivid. Ive never been shot but everything went black quiet and numb. I somehow got my own gun and started hunting these people down while still bleeding from my head. I couldnt find them though. My intuition told me there had to be some kind of secret passage way in the basement of the house i was in. (My grandmothers, house dont ask it was a weird dream lol) I found what looked like a cut out in the wall. But i was too scared to just pull it open. I started tracing it in between the room and found the other side a few doors down. There was an obvious entrance there. So i waited for someone to emerge. The screws in the door all started to slowly rotate out like it was about to open. And right when they fell and hit the ground i woke up.",12-10-2020 14:36,1,3,685114000000000,100003000000000,With all respect. The dream is a part of you and your subconscious which is influenced by your reality. Dreams often can mean things to a person where a 3rd Perspective can not always interpret as well as you can. I've had dreams in this manner as well. It shows your courage and also your mortality. Death in dreams usually can mean your subconscious is saying life changing events may be coming your way and to be guarded as you may have malevolence around you. Never doubt your subconscious as it is more powerful than your consciousness. With that being said it sounds like a great dream adventure you had.,28-05-2020 12:03,288,119,,
2787,100002000000000,"I was my own future incarnation, as a girl. I was in 2036 and I was aware of my previous incarnation, which would be my current one in waking life. I knew I was a man called Alberto and that in 2020 I died at the entrance of a church because the ceiling collapsed. I was also aware who my family members were, and I knew they reincarnated with me as my new family members. It was a weird sensation not being tied to one identity, but knowing of having had one before that was totally different.",15-10-2020 07:55,,4,683859000000000,643937657,"It could well mean that you’re Unconscious is suggesting to build a more intimate connection to your Anima in the future. The church collapsing and your previous death could perhaps signify the collapse of rigid ways of thinking, the parts of you that must ‘die’ which would then precipitate a better connection to your Unconscious and the collective Unconscious. You don’t need to lose all the familiar things in order to grow and the reincarnated family could be an expression of this. Psychological growth is not necessarily the complete abandonment of the old, rather it is retaining what is useful and abandoning what no longer serves us. This is transformation which literally means to change the form of things.",28-05-2020 12:04,117,132,,
2788,100002000000000,"I was my own future incarnation, as a girl. I was in 2036 and I was aware of my previous incarnation, which would be my current one in waking life. I knew I was a man called Alberto and that in 2020 I died at the entrance of a church because the ceiling collapsed. I was also aware who my family members were, and I knew they reincarnated with me as my new family members. It was a weird sensation not being tied to one identity, but knowing of having had one before that was totally different.",15-10-2020 07:55,,4,684007000000000,100017000000000,"This dream is rich with archetypes. I wonder what you associate with churches. The entrance to a church or temple traditionally represents entering into a holy space, thus stepping out of the mundane world. Psychologically this could stand for the higher self, as opposed to the every-day identity. Dying upon entering this holy place could mean the old you dying in order to be reborn, entering a higher place. The new you is female, i.e. representing female sides - the anima - not present in you current self-image.",28-05-2020 12:04,117,99,,
